"ID","Species","authors_gbifID","year_of_publication","country_of_collection","locallity_of_collection","y","x","coordinate_source","year_of_collection","identification_method"
459,"target_group","Rabone et al. ",2019,"Niger","Karma",13.66373,1.824866,"Paper","2011-2016","morphology"
460,"target_group","RMCA collection",2012,"Senegal","Tiguet",16.399,-16.319,"Google Earth","2012","morphology"
461,"target_group","RMCA collection",2012,"Senegal","Savoigne",16.2,-16.282,"Google Earth","2012","morphology"
462,"target_group","RMCA collection",2012,"Senegal","Diokhor",16.188,-15.883,"Google Earth","2012","morphology"
463,"target_group","RMCA collection",1972,"DR congo","kwilu ngongo",-5.51,14.703,"Google Earth","1972","morphology"
464,"target_group","RMCA collection",1952,"DR congo","Kapemba",-8.085,25.157,"Google Earth","1952","morphology"
465,"target_group","RMCA collection",1954,"DR congo","lake kipopo",-11.651,27.459,"Google Earth","1954","morphology"
466,"target_group","RMCA collection",1954,"DR congo","wangermée",-11.671,27.464,"Google Earth","1954","morphology"
467,"target_group","RMCA collection",NA,"DR congo","Kafubu",-11.71,27.508,"Google Earth","","morphology"
468,"target_group","RMCA collection",1954,"DR congo","Lake Lukulu",-1.26,29.029,"Google Earth","1954","morphology"
469,"target_group","RMCA collection",1966,"Nigeria ","Lake chad",13.68,13.33,"Google Earth","1966","morphology"
470,"target_group","RMCA collection",1960,"Rwanda","Lake Mugesera",-2.1,30.33,"Google Earth","1960","morphology"
471,"target_group","Tchuem Tchuenté et al.",2013,"Cameroon","Bessoum",9.13269,13.71405,"Paper","2010","morphology"
472,"target_group","Tchuem Tchuenté et al.",2013,"Cameroon ","Ouro Doukoudje",9.10014,13.71956,"Paper","2010","morphology"
473,"target_group","Tian-bi et al. ",2019,"Ivory Coast","Korokara",9.9000986,-5.627286,"Paper","2016","barcoding"
474,"target_group","Tian-bi et al. ",2019,"Ivory Coast","Kongobo",7.76805,-5.485431,"Paper","2017","barcoding"
475,"target_group","Tian-bi et al. ",2019,"Ivory Coast","Dékokaha",9.651211,-5.180114,"Paper","2016","morphology"
476,"target_group","Tian-bi et al. ",2019,"Ivory Coast","Noumousso",10.111986,-5.140014,"Paper","2017","barcoding"
477,"target_group","Tian-bi et al. ",2019,"Ivory Coast","Sambakaha",9.410642,-5.106206,"Paper","2016","barcoding"
478,"target_group","Tian-bi et al. ",2019,"Ivory Coast","Allokokro",7.731161,-5.081314,"Paper","2016","morphology"
479,"target_group","Tian-bi et al. ",2019,"Ivory Coast","Foro-Foro",7.995722,-5.070831,"Paper","2016","barcoding"
480,"target_group","Tian-bi et al. ",2019,"Ivory Coast","Allomabo",7.773567,-4.890617,"Paper","2017","morphology"
481,"target_group","Tian-bi et al. ",2019,"Ivory Coast","Bouko",9.478644,-3.17215,"Paper","2016","morphology"
482,"target_group","Tian-bi et al. ",2019,"Ivory Coast","Djémitédouo",9.285025,-2.968012,"Paper","2016","barcoding"
483,"target_group","Tian-bi et al. ",2019,"Ivory Coast","Torla",9.98796,-5.17968,"Paper","2016","morphology"
484,"target_group","Tian-bi et al. ",2019,"Ivory Coast","Mambiadougou",10.11363,-5.11856,"Paper","2016","barcoding"
485,"target_group","Tumwebaze et al. ",2019,"Niger","Satoni",14.46127,1.09041,"Google Earth","?","barcoding"
486,"target_group","Tumwebaze et al. ",2019,"Nigeria","Ibaro. ogun",7.15,3.11667,"Paper","?","barcoding"
487,"target_group","Tumwebaze et al. ",2019,"Nigeria","Oshogbo",8.08333,4.66667,"Paper","?","barcoding"
488,"target_group","Tumwebaze et al. ",2019,"Nigeria","Ilie",8.25,4.96667,"Paper","?","barcoding"
489,"target_group","Tumwebaze et al. ",2019,"Sardinia","Posada",40.84843,9.67537,"Paper","?","barcoding"
490,"target_group","Tumwebaze et al. ",2019,"Cameroon","Loum",4.72695,9.73489,"Google Earth","?","barcoding"
491,"target_group","Tumwebaze et al. ",2019,"Cameroon","Kekem",5.15064,10.00785,"Google Earth","?","barcoding"
492,"target_group","Tumwebaze et al. ",2019,"Cameroon","Bertoua",4.58889,13.68111,"Paper","?","barcoding"
493,"target_group","Tumwebaze et al. ",2019,"Cameroon","Mokolo",10.73449,13.81083,"Google Earth","?","barcoding"
494,"target_group","Tumwebaze et al. ",2019,"Uganda","Lake Kyasanduka",-0.28745,30.04731,"Paper","?","barcoding"
495,"target_group","Tumwebaze et al. ",2019,"Rwanda","rice scheme dam lake",-1.28652,30.31509,"Paper","?","barcoding"
496,"target_group","Tumwebaze et al. ",2019,"Rwanda","Lake Muhazi",-1.84843,30.47826,"Paper","?","barcoding"
497,"target_group","Tumwebaze et al. ",2019,"Rwanda","Lake Muhazi",-1.85912,30.49039,"Paper","?","barcoding"
498,"target_group","Tumwebaze et al. ",2019,"Egypt","Giza",30.14139,31.07694,"paper","?","barcoding"
499,"target_group","Tumwebaze et al. ",2019,"Uganda","Toonya",1.58629,31.08355,"Google Earth","?","barcoding"
500,"target_group","Tumwebaze et al. ",2019,"Uganda","Nile River",1.69249,32.09664,"Paper","?","barcoding"
501,"target_group","Tumwebaze et al. ",2019,"Egypt","Quena",26.17306,32.16611,"paper","?","barcoding"
502,"target_group","Tumwebaze et al. ",2019,"Uganda","Lake Victoria",0.13707,33.60149,"Paper","?","barcoding"
503,"target_group","Tumwebaze et al. ",2019,"Burkina Faso","Mogtedo barrage",12.30647,-0.82783,"Paper","?","barcoding"
504,"target_group","Yacoubi et al.",2007,"Morocco","Massa",29.99918,-9.64648,"Google Earth","?","morphology"
505,"target_group","Yacoubi et al.",2007,"Morocco","Massa",29.83584,-9.48305,"Google Earth","?","morphology"
506,"target_group","Yacoubi et al.",2007,"Morocco","Tanalt",29.77679,-9.17695,"Google Earth","?","morphology"
507,"target_group","Zein-Eddine et al.",2014,"Senegal","Ndonba",16.435556,-15.6977778,"Paper","?","barcoding"
508,"target_group","Zein-Eddine et al.",2014,"Senegal","Guédé Chantier",16.54587,-14.7547,"Paper","?","barcoding"
509,"target_group","Zein-Eddine et al.",2017,"Egypt","Kafr Al Zayat",30.82373,30.81118,"Paper","2012","microsats"
510,"target_group","Zein-Eddine et al.",2017,"Egypt","Qena",26.14956,32.70922,"Paper","2012","microsats"
511,"target_group","Zein-Eddine et al.",2014,"Cameroon","Dschang",5.445278,10.066944,"Paper","?","barcoding"
512,"target_group","Zein-Eddine et al.",2014,"Cameroon","Ngaoundéré",7.316389,13.589444,"Paper","?","barcoding"
513,"target_group","Zein-Eddine et al.",2017,"Egypt","El Beheira",30.848611,30.343333,"Paper","2012","microsats"
514,"target_group","Zein-Eddine et al.",2014,"Egypt","Behera",30.557778,30.703889,"Paper","?","barcoding"
515,"target_group","Zein-Eddine et al.",2014,"Egypt","Kafer-zayat",30.802222,30.801667,"Paper","?","barcoding"
516,"target_group","Zein-Eddine et al.",2017,"Egypt","Tanta",30.785278,31.006944,"Paper","2012","microsats"
517,"target_group","Zein-Eddine et al.",2017,"Egypt","Al Mansouria west",30.092222,31.033889,"Paper","2012","microsats"
518,"target_group","Zein-Eddine et al.",2017,"Egypt","Al Kanisa",30.023333,31.108056,"Paper","2012","microsats"
519,"target_group","Zein-Eddine et al.",2017,"Egypt","Al Mansouria east",30.100278,31.122778,"Paper","2012","microsats"
520,"target_group","Zein-Eddine et al.",2017,"Egypt","Al Masaken",30.015278,31.1475,"Paper","2012","microsats"
521,"target_group","Zein-Eddine et al.",2014,"Egypt","Kenesa West",30.160833,31.169167,"Paper","?","barcoding"
522,"target_group","Zein-Eddine et al.",2017,"Egypt","Al Nasim",30.070556,31.2225,"Paper","2012","microsats"
523,"target_group","Zein-Eddine et al.",2017,"Egypt","Nagaa Hammadi",26.048611,32.240556,"Paper","2012","microsats"
